temperature,ips_mae,ips_std
2.0,0.04623087514623788,0.027691528950642134
1.5,0.05585322829060405,0.01653982912214019
1.0,0.07521814203237082,0.06021857197041741
0.7,0.05208847380432504,0.048526055625583764
0.5,0.11117352897747952,0.06734128025333433
0.3,0.0704731118082141,0.048504519895705624
0.2,0.11375896559274186,0.08147170424927792
